"group";"order";"family";"genus";"species";"area";"country";"from";"to";"period";"origin";"summary";"reference";"href"
"Marine Fish";"Carcharhiniformes";"Scyliorhinidae ";"Scyliorhinus";"Scyliorhinus canicula";"East North Atlantic Ocean";"Portugal";2013;2013;"From 15th March to 18th July 2013";"Seawater";"A total of four out of 20 individuals (20%) contained plastic in their digestive tracts.";"Neves, D., Sobral, P., Ferreira, J.L. & Pereira, T. 2015. Ingestion of microplastics by commercial fish off the Portuguese coast. Marine Pollution Bulletin, 101(1), 119-126.";"https://doi.org/10.1016/j.marpolbul.2015.11.008"
"Marine Fish";"Carangiformes";"Carangidae";"Trachurus";"Trachurus picturatus";"East North Atlantic Ocean";"Portugal";2013;2013;"From 15th March to 18th July 2013";"Seawater";"One of the 29 individuals (3%) contained plastic in their digestive tracts.";"Neves, D., Sobral, P., Ferreira, J.L. & Pereira, T. 2015. Ingestion of microplastics by commercial fish off the Portuguese coast. Marine Pollution Bulletin, 101(1), 119-126.";"https://doi.org/10.1016/j.marpolbul.2015.11.008"
"Marine Fish";"Carangiformes";"Carangidae";"Trachurus";"Trachurus trachurus";"East North Atlantic Ocean";"Portugal";2013;2013;"From 15th March to 18th July 2013";"Seawater";"A total of three out of 44 individuals (7%) contained plastic in their digestive tracts.";"Neves, D., Sobral, P., Ferreira, J.L. & Pereira, T. 2015. Ingestion of microplastics by commercial fish off the Portuguese coast. Marine Pollution Bulletin, 101(1), 119-126.";"https://doi.org/10.1016/j.marpolbul.2015.11.008"
"Marine Fish";"Perciformes";"Triglidae";"Trigla";"Trigla lyra";"East North Atlantic Ocean";"Portugal";2013;2013;"From 15th March to 18th July 2013";"Seawater";"A total of six out of 31 individuals (19%) contained plastic in their digestive tracts.";"Neves, D., Sobral, P., Ferreira, J.L. & Pereira, T. 2015. Ingestion of microplastics by commercial fish off the Portuguese coast. Marine Pollution Bulletin, 101(1), 119-126.";"https://doi.org/10.1016/j.marpolbul.2015.11.008"
"Marine Fish";"Zeiformes";"Zeidae";"Zeus";"Zeus faber";"East North Atlantic Ocean";"Portugal";2013;2013;"From 15th March to 18th July 2013";"Seawater";"One individual was investigated and contained plastic in its stomach.";"Neves, D., Sobral, P., Ferreira, J.L. & Pereira, T. 2015. Ingestion of microplastics by commercial fish off the Portuguese coast. Marine Pollution Bulletin, 101(1), 119-126.";"https://doi.org/10.1016/j.marpolbul.2015.11.008"
"Marine Mammal";"Sirenia ";"Trichechidae";"Trichechus ";"Trichechus manatus";"West Atlantic Ocean";"Brazil";1994;2015;"From 1994 to 2015";"Seawater";"A to tal of four out of 40 individuals (10%) was reported to ingest debris.";"Attademo, F.L.N., Balensiefer, D.C., da Bôaviagem Freire, A.C., de Sousa, G.P., da Cunha, F.A.G.C. & de Oliveira Luna, F. 2015. Debris ingestion by the Antillean Manatee (Trichechus manatus manatus). Marine Pollution Bulletin, 101(1), 284-287.";"https://doi.org/10.1016/j.marpolbul.2015.09.040"
"Marine Reptil";"Testudines";"Cheloniidae";"Chelonia";"Chelonia mydas";"South West South Atlantic Ocean";"Brazil";2011;2011;"From January to December 2011";"Seawater";"A total of eight out of 15 individuals (53.3%) were reported to ingest debris.";"de Carvalho, R.H., Lacerda, P.D., da Silva Mendes, S., Barbosa, B.C., Paschoalini, M., Prezoto, F. & de Sousa, B.M. 2015. Marine debris ingestion by sea turtles (Testudines) on the Brazilian coast: an underestimated threat?. Marine Pollution Bulletin, 101(2), 746-749.";"https://doi.org/10.1016/j.marpolbul.2015.10.002"
"Marine Reptil";"Testudines";"Cheloniidae";"Caretta";"Caretta caretta";"South West South Atlantic Ocean";"Brazil";2011;2011;"From January to December 2011";"Seawater";"One of the two individuals investigated (50.0%) was reported to ingest debris.";"de Carvalho, R.H., Lacerda, P.D., da Silva Mendes, S., Barbosa, B.C., Paschoalini, M., Prezoto, F. & de Sousa, B.M. 2015. Marine debris ingestion by sea turtles (Testudines) on the Brazilian coast: an underestimated threat?. Marine Pollution Bulletin, 101(2), 746-749.";"https://doi.org/10.1016/j.marpolbul.2015.10.002"
"Mollusks (Marine Bivalves)";"Mytilida ";"Mytilidae";"Mytilus";"Mytilus trossulus";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=6)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Mollusks (Marine Bivalves)";"Cardiida";"Tellinidae ";"Macoma";"Macoma balthica";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=6)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Crustacean (Marine)";"Decapoda";"Cancridae ";"Gammarus";"Gammarus";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=2). Unnacceptable  scientific name, see Cancer.";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Crustacean (Marine)";"Decapoda";"Cancridae ";"Cancer";"Cancer";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"In the publication was referred as Gammarus. Lab experiment (n=2)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Crustacean (Marine)";"Mysida ";"Mysidae ";"Neomysis ";"Neomysis integer";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=2)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Crustacean (Marine)";"Mysida ";"Mysidae ";"Praunus ";"Praunus flexuosus";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=2)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Marine Worm";"Spionida ";"Spionidae";"Marenzelleria";"Marenzelleria";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=20)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Crustacean (Marine)";"Amphipoda";"Pontoporeiidae";"Monoporeia";"Monoporeia affinis";"Baltic Sea";"Finland";2016;2016;"Previous to 2016";"Seawater";"Lab experiment (n=6)";"Setälä, O., Norkko, J. & Lehtiniemi, M. 2016. Feeding type affects microplastic ingestion in a coastal invertebrate community. Marine Pollution Bulletin, 102(1), 95-101.";"https://doi.org/10.1016/j.marpolbul.2015.11.053"
"Marine Fish";"Pleuronectiformes";"Pleuronectidae";"Limanda";"Limanda limanda";"North Sea";"Germany";2013;2013;"In 19th of June and 24th of July 2013";"Seawater";"A total of four out of 74 individuals (5.4%) were reported to ingest debris.";"Rummel, C.D., Löder, M.G., Fricke, N.F., Lang, T., Griebeler, E.M., Janke, M. & Gerdts, G. 2016. Plastic ingestion by pelagic and demersal fish from the North Sea and Baltic Sea. Marine Pollution Bulletin, 102(1), 134-141.";"https://doi.org/10.1016/j.marpolbul.2015.11.043"
"Marine Fish";"Scombriformes";"Scombridae";"Scomber";"Scomber scombrus";"North Sea";"Germany";2013;2013;"In 19th of June and 24th of July 2013";"Seawater";"A total of five out of 38 individuals (13.2%) were reported to ingest debris.";"Rummel, C.D., Löder, M.G., Fricke, N.F., Lang, T., Griebeler, E.M., Janke, M. & Gerdts, G. 2016. Plastic ingestion by pelagic and demersal fish from the North Sea and Baltic Sea. Marine Pollution Bulletin, 102(1), 134-141.";"https://doi.org/10.1016/j.marpolbul.2015.11.043"
"Marine Fish";"Pleuronectiformes";"Pleuronectidae";"Platichthys ";"Platichthys flesus";"Baltic Sea";"Germany";2013;2013;"In 30th of August and 11th of September 2013";"Seawater";"A total of two out of 20 individuals (10.0%) were reported to ingest debris.";"Rummel, C.D., Löder, M.G., Fricke, N.F., Lang, T., Griebeler, E.M., Janke, M. & Gerdts, G. 2016. Plastic ingestion by pelagic and demersal fish from the North Sea and Baltic Sea. Marine Pollution Bulletin, 102(1), 134-141.";"https://doi.org/10.1016/j.marpolbul.2015.11.043"
"Marine Fish";"Gadiformes";"Gadidae";"Gadus";"Gadus morhua";"Baltic Sea";"Germany";2013;2013;"In 30th of August and 11th of September 2013";"Seawater";"One of the 74 individuals investigated (1.4%) was reported to ingest debris.";"Rummel, C.D., Löder, M.G., Fricke, N.F., Lang, T., Griebeler, E.M., Janke, M. & Gerdts, G. 2016. Plastic ingestion by pelagic and demersal fish from the North Sea and Baltic Sea. Marine Pollution Bulletin, 102(1), 134-141.";"https://doi.org/10.1016/j.marpolbul.2015.11.043"
"Marine Fish";"Scombriformes";"Scombridae";"Scomber";"Scomber scombrus";"Baltic Sea";"Germany";2013;2013;"In 30th of August and 11th of September 2013";"Seawater";"A total of four out of 13 individuals (30.8%) were reported to ingest debris.";"Rummel, C.D., Löder, M.G., Fricke, N.F., Lang, T., Griebeler, E.M., Janke, M. & Gerdts, G. 2016. Plastic ingestion by pelagic and demersal fish from the North Sea and Baltic Sea. Marine Pollution Bulletin, 102(1), 134-141.";"https://doi.org/10.1016/j.marpolbul.2015.11.043"
"Marine Fish";"Scombriformes";"Scombridae";"Scomberomorus ";"Scomberomorus cavalla";"West Central Atlantic Ocean";"Brazil";2011;2011;"From April to May 2011";"Seawater";"A total of five out of eight individuals (62.5%) were reported to ingest debris.";"Miranda, D.D.A. & de Carvalho-Souza, G.F. 2016. Are we eating plastic-ingesting fish?. Marine pollution bulletin, 103(1-2), 109-114.";"https://doi.org/10.1016/j.marpolbul.2015.12.035"
"Marine Fish";"Carcharhiniformes";"Carcharhinidae";"Rhizoprionodon ";"Rhizoprionodon lalandii";"West Central Atlantic Ocean";"Brazil";2011;2011;"From April to May 2011";"Seawater";"A total of two out of six individuals (33.03%) were reported to ingest debris. ";"Miranda, D.D.A. & de Carvalho-Souza, G.F. 2016. Are we eating plastic-ingesting fish?. Marine pollution bulletin, 103(1-2), 109-114.";"https://doi.org/10.1016/j.marpolbul.2015.12.035"
"Marine Reptil";"Testudines";"Cheloniidae";"Caretta";"Caretta caretta";"East North Atlantic Ocean";"Portugal";2010;2013;"From August 2010 to September 2013";"Seawater";"A total of 56 out of 95 (59.0%) were reported ingested debris. Plastic was the most observed with a frequency of occurrence of 56.8%.";"Nicolau, L., Marçalo, A., Ferreira, M., Sá, S., Vingada, J. & Eira, C. 2016. Ingestion of marine litter by loggerhead sea turtles, Caretta caretta, in Portuguese continental waters. Marine Pollution Bulletin, 103(1-2), 179-185.";"https://doi.org/10.1016/j.marpolbul.2015.12.021"
"Seabirds";"Charadriiformes ";"Stercorariidae ";"Stercorarius ";"Stercorarius skua";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 1,034 pellets, 59 individual pellets (6%) contained plastic debris with a total of 179 plastic pieces.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Procellariiformes ";"Procellariidae";"Fulmarus";"Fulmarus glacialis";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 174 pellets, 26 individual pellets (14.9%) contained plastic debris.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Charadriiformes ";"Laridae";"Rissa ";"Rissa tridactyla";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 308 pellets, 9 individual pellets (2.9%) contained plastic debris.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Charadriiformes ";"Alcidae";"Cepphus";"Cepphus grylle";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 181 pellets, 10 individual pellets (5.5%) contained plastic debris. Four species were included in this result: Cepphus grylle, Uria aalge, Alca torda and Fratercula arctica.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Charadriiformes ";"Alcidae";"Uria";"Uria aalge";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 181 pellets, 10 individual pellets (5.5%) contained plastic debris. Four species were included in this result: Cepphus grylle, Uria aalge, Alca torda and Fratercula arctica.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Charadriiformes ";"Alcidae";"Alca";"Alca torda";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 181 pellets, 10 individual pellets (5.5%) contained plastic debris. Four species were included in this result: Cepphus grylle, Uria aalge, Alca torda and Fratercula arctica.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Charadriiformes ";"Alcidae";"Fratercula";"Fratercula arctica";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Seawater";"From the total of 181 pellets, 10 individual pellets (5.5%) contained plastic debris. Four species were included in this result: Cepphus grylle, Uria aalge, Alca torda and Fratercula arctica.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Terrestrial Mammal";"Lagomorpha";"Leporidae";"Lepus ";"Lepus timidus";"North East North Atlantic Ocean";"Faroe Islands (Denmark)";2013;2013;"From April to August 2013";"Land";"From the total of 11 pellets, 1 individual pellets (9.1%) contained plastic debris. Four species were included in this result: Cepphus grylle, Uria aalge, Alca torda and Fratercula arctica.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Procellariiformes ";"Diomedeidae ";"Thalassarche";"Thalassarche cauta";"South West Indian Ocean";"South Africa";2005;2015;"From 2005 to 2015";"Seawater";"A total of 16 out of 601 (2.7%)individuals contained plastic items in their stomachs. It was grouped with Thalassarche steadi.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
"Seabirds";"Procellariiformes ";"Diomedeidae ";"Thalassarche";"Thalassarche steadi";"South West Indian Ocean";"South Africa";2005;2015;"From 2005 to 2015";"Seawater";"A total of 16 out of 601 (2.7%)individuals contained plastic items in their stomachs. . It was grouped with Thalassarche cauta.";"Hammer, S., Nager, R.G., Johnson, P.C.D., Furness, R.W. & Provencher, J.F. 2016. Plastic debris in great skua (Stercorarius skua) pellets corresponds to seabird prey species. Marine Pollution Bulletin, 103(1-2), 206-210.";"https://doi.org/10.1016/j.marpolbul.2015.12.018"
